date,canton,cases,fatalities,icu,released,ventilated
2020-04-11,JU,183,3,5,NA,NA
2020-04-11,LU,568,10,NA,NA,NA
2020-04-11,NE,573,47,11,NA,9
2020-04-11,NW,103,1,2,NA,NA
2020-04-11,OW,NA,NA,NA,NA,NA
2020-04-11,SG,641,18,11,102,NA
2020-04-11,SH,55,1,2,NA,NA
2020-04-11,SO,306,6,NA,NA,NA
2020-04-11,SZ,249,10,NA,118,NA
2020-04-11,TG,275,8,14,NA,NA
2020-04-11,TI,2818,229,68,493,59
2020-04-11,UR,75,4,NA,50,NA
2020-04-11,VD,4773,246,66,NA,NA
2020-04-11,VS,1653,85,20,NA,15
2020-04-11,ZG,168,4,9,79,NA
2020-04-11,ZH,2978,77,NA,NA,50
2020-04-12,AG,899,18,NA,NA,NA
2020-04-12,AI,NA,NA,NA,NA,NA
2020-04-12,AR,NA,NA,NA,NA,NA
2020-04-12,BE,1441,49,33,NA,22
2020-04-12,BL,740,23,17,554,14
2020-04-12,BS,877,33,12,629,NA
2020-04-12,FR,846,54,19,97,NA
2020-04-12,GE,4453,185,47,479,43
2020-04-12,GL,91,2,NA,NA,NA
2020-04-12,GR,747,36,NA,NA,NA
2020-04-12,JU,183,3,5,NA,NA
2020-04-12,LU,576,10,5,NA,NA
2020-04-12,NE,583,52,10,NA,10
2020-04-12,NW,104,1,2,NA,NA
2020-04-12,OW,NA,NA,NA,NA,NA
2020-04-12,SG,649,21,9,109,NA
2020-04-12,SH,57,1,2,NA,NA
2020-04-12,SO,315,7,NA,NA,NA
2020-04-12,SZ,251,11,NA,119,NA
2020-04-12,TG,286,8,14,NA,NA
2020-04-12,TI,2869,244,63,511,56
2020-04-12,UR,77,4,NA,52,NA
2020-04-12,VD,4810,254,65,NA,NA
2020-04-12,VS,1666,91,22,NA,14
2020-04-12,ZG,168,5,9,80,NA
2020-04-12,ZH,2995,79,NA,NA,49
2020-04-13,AG,906,19,NA,NA,NA
2020-04-13,AI,24,0,NA,NA,NA
2020-04-13,AR,78,3,NA,NA,NA
2020-04-13,BE,1456,49,32,NA,21
2020-04-13,BL,749,24,16,570,12
2020-04-13,BS,888,34,NA,653,NA
2020-04-13,FR,859,55,17,97,NA
2020-04-13,GE,4496,188,47,490,42
2020-04-13,GL,92,2,NA,NA,NA
2020-04-13,GR,750,37,NA,NA,NA
2020-04-13,JU,184,3,5,NA,NA
2020-04-13,LU,580,10,5,NA,NA
2020-04-13,NE,588,55,10,NA,10
2020-04-13,NW,104,1,2,NA,NA
2020-04-13,OW,NA,NA,NA,NA,NA
2020-04-13,SG,657,21,10,119,NA
2020-04-13,SH,57,1,2,NA,NA
2020-04-13,SO,321,7,NA,NA,NA
2020-04-13,SZ,251,12,NA,128,NA
2020-04-13,TG,293,8,17,NA,NA
2020-04-13,TI,2900,251,63,517,55
2020-04-13,UR,78,4,NA,52,NA
2020-04-13,VD,4854,261,61,NA,NA
2020-04-13,VS,1680,93,21,NA,12
2020-04-13,ZG,170,5,9,84,NA
2020-04-13,ZH,3012,83,NA,NA,50
2020-04-14,AG,912,19,22,400,22
2020-04-14,AI,24,0,NA,NA,NA
2020-04-14,AR,79,3,NA,NA,NA
2020-04-14,BE,1470,49,31,NA,21
2020-04-14,BL,755,25,14,597,8
2020-04-14,BS,894,34,9,663,NA
2020-04-14,FR,879,57,14,98,NA
2020-04-14,GE,4552,193,46,490,41
2020-04-14,GL,105,2,NA,NA,NA
2020-04-14,GR,753,37,NA,NA,NA
2020-04-14,JU,185,3,5,NA,NA
2020-04-14,LU,589,11,4,NA,NA
2020-04-14,NE,599,58,11,NA,10
2020-04-14,NW,105,1,2,NA,NA
2020-04-14,OW,64,0,NA,NA,NA
2020-04-14,SG,664,21,9,120,NA
2020-04-14,SH,57,1,2,NA,NA
2020-04-14,SO,325,8,NA,NA,NA
2020-04-14,SZ,258,13,NA,128,NA
2020-04-14,TG,297,10,16,NA,NA
2020-04-14,TI,2912,258,63,524,54
2020-04-14,UR,78,4,NA,56,NA
2020-04-14,VD,4921,271,59,NA,NA
2020-04-14,VS,1707,94,20,NA,11
2020-04-14,ZG,171,5,9,88,NA
2020-04-14,ZH,3059,87,NA,NA,52
2020-04-15,AG,929,22,20,450,20
2020-04-15,AI,24,0,NA,NA,NA
2020-04-15,AR,79,3,NA,NA,NA
2020-04-15,BE,1489,53,30,NA,18
2020-04-15,BL,768,25,9,610,7
2020-04-15,BS,904,36,7,682,NA
2020-04-15,FR,890,63,16,105,NA
2020-04-15,GE,4613,199,41,502,37
2020-04-15,GL,105,2,NA,NA,NA
2020-04-15,GR,759,38,NA,NA,NA
2020-04-15,JU,188,3,5,NA,NA
2020-04-15,LU,596,12,4,NA,NA
2020-04-15,NE,612,59,12,NA,10
2020-04-15,NW,106,2,2,NA,NA
2020-04-15,OW,64,0,NA,NA,NA
2020-04-15,SG,676,23,9,123,NA
2020-04-15,SH,59,1,2,NA,NA
2020-04-15,SO,329,8,NA,NA,NA
2020-04-15,SZ,261,13,NA,144,NA
2020-04-15,TG,303,11,14,NA,NA
2020-04-15,TI,2927,263,60,548,50
2020-04-15,UR,78,4,NA,62,NA
2020-04-15,VD,4971,288,55,NA,NA
2020-04-15,VS,1723,94,20,NA,12
2020-04-15,ZG,171,5,9,92,NA
2020-04-15,ZH,3106,91,NA,NA,50
2020-04-16,AG,943,23,20,500,20
2020-04-16,AI,24,0,NA,NA,NA
2020-04-16,AR,79,3,NA,NA,NA
2020-04-16,BE,1515,55,26,NA,12
2020-04-16,BL,781,25,8,623,6
2020-04-16,BS,912,37,6,711,NA
2020-04-16,FR,907,65,15,105,NA
2020-04-16,GE,4681,207,38,520,33
2020-04-16,GL,106,3,NA,NA,NA
2020-04-16,GR,764,39,NA,NA,NA
2020-04-16,JU,189,3,5,NA,NA
2020-04-16,LU,599,13,3,NA,NA
2020-04-16,NE,621,61,11,NA,9
2020-04-16,NW,106,2,2,NA,NA
2020-04-16,OW,65,0,NA,NA,NA
2020-04-16,SG,680,25,7,138,NA
2020-04-16,SH,60,1,2,NA,NA
2020-04-16,SO,343,8,NA,NA,NA
2020-04-16,SZ,265,14,NA,154,NA
2020-04-16,TG,309,11,14,NA,NA
2020-04-16,TI,2953,269,59,568,49
2020-04-16,UR,78,5,NA,62,NA
2020-04-16,VD,5000,301,54,NA,NA
2020-04-16,VS,1740,95,17,NA,12
2020-04-16,ZG,171,6,7,94,NA
2020-04-16,ZH,3141,95,NA,NA,51
2020-04-17,AG,960,24,20,540,20
2020-04-17,AI,24,0,NA,NA,NA
2020-04-17,AR,82,3,NA,NA,NA
2020-04-17,BE,1553,67,25,NA,13
2020-04-17,BL,794,25,8,632,5
2020-04-17,BS,918,37,7,720,NA
2020-04-17,FR,930,67,13,106,NA
2020-04-17,GE,4725,213,39,532,33
2020-04-17,GL,108,3,NA,NA,NA
2020-04-17,GR,770,40,NA,NA,NA
2020-04-17,JU,191,3,5,NA,NA
2020-04-17,LU,607,14,3,NA,NA
2020-04-17,NE,630,64,10,NA,8
2020-04-17,NW,107,3,2,NA,NA
2020-04-17,OW,66,0,NA,NA,NA
2020-04-17,SG,693,27,9,144,NA
2020-04-17,SH,60,1,2,NA,NA
2020-04-17,SO,350,9,NA,NA,NA
2020-04-17,SZ,266,14,NA,161,NA
2020-04-17,TG,322,12,13,NA,NA
2020-04-17,TI,2977,270,57,580,44
2020-04-17,UR,78,5,NA,66,NA
2020-04-17,VD,5032,309,53,NA,NA
2020-04-17,VS,1760,99,16,NA,10
2020-04-17,ZG,172,6,6,96,NA
2020-04-17,ZH,3164,100,NA,NA,45
2020-04-18,AG,987,25,NA,NA,NA
2020-04-18,AI,NA,NA,NA,NA,NA
2020-04-18,AR,NA,NA,NA,NA,NA
2020-04-18,BE,1586,69,22,NA,12
2020-04-18,BL,798,25,7,636,5
2020-04-18,BS,924,40,NA,753,NA
2020-04-18,FR,956,69,11,109,NA
2020-04-18,GE,4770,217,34,553,33
2020-04-18,GL,111,3,NA,NA,NA
2020-04-18,GR,773,40,NA,NA,NA
2020-04-18,JU,192,3,5,NA,NA
2020-04-18,LU,623,15,4,NA,NA
2020-04-18,NE,633,64,10,NA,8
2020-04-18,NW,108,3,2,NA,NA
2020-04-18,OW,NA,NA,NA,NA,NA
2020-04-18,SG,699,27,7,150,NA
2020-04-18,SH,61,1,4,NA,NA
2020-04-18,SO,353,10,NA,NA,NA
2020-04-18,SZ,266,14,NA,176,NA
2020-04-18,TG,333,13,12,NA,NA
2020-04-18,TI,2994,277,56,606,42
2020-04-18,UR,78,5,NA,69,NA
2020-04-18,VD,5050,317,50,NA,NA
2020-04-18,VS,1769,104,18,NA,10
2020-04-18,ZG,174,7,6,99,NA
2020-04-18,ZH,3203,105,NA,NA,44
2020-04-19,AG,1003,25,NA,NA,NA
2020-04-19,AI,24,0,NA,NA,NA
2020-04-19,AR,NA,NA,NA,NA,NA
2020-04-19,BE,1599,69,20,NA,13
2020-04-19,BL,803,25,7,653,5
2020-04-19,BS,927,40,NA,764,NA
2020-04-19,FR,980,71,12,113,NA
2020-04-19,GE,4780,220,35,558,33
2020-04-19,GL,111,3,NA,NA,NA
2020-04-19,GR,778,41,NA,NA,NA
2020-04-19,JU,192,5,5,NA,NA
2020-04-19,LU,626,15,4,NA,NA
2020-04-19,NE,634,66,9,NA,4
2020-04-19,NW,108,3,2,NA,NA
2020-04-19,OW,NA,NA,NA,NA,NA
2020-04-19,SG,705,27,7,150,NA
2020-04-19,SH,62,1,2,NA,NA
2020-04-19,SO,355,11,NA,NA,NA
2020-04-19,SZ,268,15,NA,180,NA
2020-04-19,TG,334,13,12,NA,NA
2020-04-19,TI,3032,281,54,616,42
2020-04-19,UR,78,5,NA,69,NA
2020-04-19,VD,5061,323,49,NA,NA
2020-04-19,VS,1776,107,16,NA,9
2020-04-19,ZG,175,7,6,99,NA
2020-04-19,ZH,3230,105,NA,NA,43
2020-04-20,AG,1012,28,16,640,16
2020-04-20,AI,24,0,NA,NA,NA
2020-04-20,AR,86,3,NA,NA,NA
2020-04-20,BE,1613,73,19,NA,11
2020-04-20,BL,806,25,6,664,3
2020-04-20,BS,928,42,NA,770,NA
2020-04-20,FR,989,72,11,113,NA
2020-04-20,GE,4807,223,34,561,29
2020-04-20,GL,114,5,NA,NA,NA
2020-04-20,GR,785,42,NA,NA,NA
2020-04-20,JU,195,6,4,NA,NA
2020-04-20,LU,633,15,5,NA,NA
2020-04-20,NE,643,69,10,NA,5
2020-04-20,NW,108,3,2,NA,NA
2020-04-20,OW,67,0,NA,NA,NA
2020-04-20,SG,711,27,7,159,NA
2020-04-20,SH,63,1,2,NA,NA
2020-04-20,SO,355,11,NA,NA,NA
2020-04-20,SZ,272,15,NA,180,NA
2020-04-20,TG,336,13,12,NA,NA
2020-04-20,TI,3058,288,55,621,42
2020-04-20,UR,78,5,NA,69,NA
2020-04-20,VD,5093,334,43,NA,NA
2020-04-20,VS,1793,110,15,NA,9
2020-04-20,ZG,175,7,5,99,NA
2020-04-20,ZH,3246,107,NA,NA,43
2020-04-21,AG,1017,29,18,680,18
2020-04-21,AI,24,0,NA,NA,NA
2020-04-21,AR,86,3,NA,NA,NA
2020-04-21,BE,1622,77,17,NA,11
2020-04-21,BL,809,26,3,679,3
2020-04-21,BS,928,44,9,781,NA
2020-04-21,FR,995,74,8,115,NA
2020-04-21,GE,4841,228,32,581,29
2020-04-21,GL,115,6,NA,NA,NA
2020-04-21,GR,787,43,NA,NA,NA
2020-04-21,JU,195,6,4,NA,NA
2020-04-21,LU,643,15,5,NA,NA
2020-04-21,NE,648,70,7,NA,4
2020-04-21,NW,108,3,1,NA,NA
2020-04-21,OW,67,0,NA,NA,NA
2020-04-21,SG,718,29,8,159,NA
2020-04-21,SH,63,2,2,NA,NA
2020-04-21,SO,359,11,NA,NA,NA
2020-04-21,SZ,276,16,NA,192,NA
2020-04-21,TG,340,13,12,NA,NA
2020-04-21,TI,3065,291,54,639,36
2020-04-21,UR,78,5,NA,69,NA
2020-04-21,VD,5125,342,43,NA,NA
2020-04-21,VS,1800,115,14,NA,10
2020-04-21,ZG,176,8,4,99,NA
2020-04-21,ZH,3271,109,NA,NA,41
2020-04-22,AG,1026,31,15,710,15
2020-04-22,AI,24,0,NA,NA,NA
2020-04-22,AR,87,3,NA,NA,NA
2020-04-22,BE,1643,77,14,NA,10
2020-04-22,BL,811,26,3,683,3
2020-04-22,BS,928,45,7,786,NA
2020-04-22,FR,1006,76,5,116,NA
2020-04-22,GE,4871,235,30,589,27
2020-04-22,GL,117,6,NA,NA,NA
2020-04-22,GR,791,43,NA,NA,NA
2020-04-22,JU,196,6,4,NA,NA
2020-04-22,LU,648,15,NA,NA,NA
2020-04-22,NE,655,72,6,NA,4
2020-04-22,NW,108,3,1,NA,NA
2020-04-22,OW,67,0,NA,NA,NA
2020-04-22,SG,724,29,6,162,NA
2020-04-22,SH,63,3,2,NA,NA
2020-04-22,SO,368,11,NA,NA,NA
2020-04-22,SZ,282,16,NA,194,NA
2020-04-22,TG,341,14,9,NA,NA
2020-04-22,TI,3089,295,42,661,32
2020-04-22,UR,78,5,NA,69,NA
2020-04-22,VD,5146,347,41,NA,NA
2020-04-22,VS,1806,118,13,NA,10
2020-04-22,ZG,176,8,3,131,NA
2020-04-22,ZH,3311,110,NA,NA,44
2020-04-23,AG,1037,31,14,750,14
2020-04-23,AI,25,0,NA,NA,NA
2020-04-23,AR,88,3,2,NA,NA
2020-04-23,BE,1670,79,11,NA,7
2020-04-23,BL,811,26,3,692,2
2020-04-23,BS,931,45,7,793,NA
2020-04-23,FR,1014,76,5,118,NA
2020-04-23,GE,4905,239,29,592,27
2020-04-23,GL,117,6,NA,NA,NA
2020-04-23,GR,794,43,NA,NA,NA
2020-04-23,JU,196,6,4,NA,NA
2020-04-23,LU,654,15,7,NA,NA
2020-04-23,NE,662,72,6,NA,4
2020-04-23,NW,108,3,1,NA,NA
2020-04-23,OW,68,0,NA,NA,NA
2020-04-23,SG,736,31,2,170,NA
2020-04-23,SH,65,3,2,NA,NA
2020-04-23,SO,375,12,NA,NA,NA
2020-04-23,SZ,282,16,NA,198,NA
2020-04-23,TG,354,14,9,NA,NA
2020-04-23,TI,3106,298,41,676,32
2020-04-23,UR,78,5,NA,69,NA
2020-04-23,VD,5177,357,39,NA,NA
2020-04-23,VS,1822,123,13,NA,9
2020-04-23,ZG,178,8,3,133,NA
2020-04-23,ZH,3328,113,NA,NA,44
2020-04-24,AG,1052,31,14,780,14
2020-04-24,AI,25,0,NA,NA,NA
2020-04-24,AR,88,3,2,NA,NA
2020-04-24,BE,1694,82,11,NA,8
2020-04-24,BL,813,30,2,698,1
2020-04-24,BS,936,46,7,800,NA
2020-04-24,FR,1021,76,8,119,NA
2020-04-24,GE,4924,244,26,600,25
2020-04-24,GL,117,7,NA,NA,NA
2020-04-24,GR,799,44,NA,NA,NA
2020-04-24,JU,196,6,4,NA,NA
2020-04-24,LU,660,16,NA,NA,NA
2020-04-24,NE,665,74,6,NA,4
2020-04-24,NW,108,3,0,NA,NA
2020-04-24,OW,71,0,NA,NA,NA
2020-04-24,SG,745,31,4,175,NA
2020-04-24,SH,70,3,1,NA,NA
2020-04-24,SO,376,14,NA,NA,NA
2020-04-24,SZ,284,16,NA,206,NA
2020-04-24,TG,359,14,9,NA,NA
2020-04-24,TI,3121,299,42,682,33
2020-04-24,UR,78,5,NA,69,NA
2020-04-24,VD,5200,360,36,NA,NA
2020-04-24,VS,1831,127,14,NA,9
2020-04-24,ZG,180,8,3,133,NA
2020-04-24,ZH,3357,114,NA,NA,42
2020-04-25,AG,NA,NA,NA,NA,NA
2020-04-25,AI,25,0,NA,NA,NA
2020-04-25,AR,NA,NA,NA,NA,NA
2020-04-25,BE,1708,83,11,NA,10
2020-04-25,BL,816,30,1,710,0
2020-04-25,BS,938,46,NA,NA,NA
2020-04-25,FR,1029,76,7,119,NA
2020-04-25,GE,4941,245,27,NA,26
2020-04-25,GL,120,7,NA,NA,NA
2020-04-25,GR,800,44,NA,NA,NA
2020-04-25,JU,196,6,4,NA,NA
2020-04-25,LU,667,16,8,NA,NA
2020-04-25,NE,666,75,4,NA,3
2020-04-25,NW,108,3,0,NA,NA
2020-04-25,OW,NA,NA,NA,NA,NA
2020-04-25,SG,753,31,NA,NA,NA
2020-04-25,SH,71,5,1,NA,NA
2020-04-25,SO,379,14,NA,NA,NA
2020-04-25,SZ,287,17,NA,215,NA
2020-04-25,TG,360,14,8,NA,NA
2020-04-25,TI,3142,304,40,698,30
2020-04-25,UR,78,5,NA,69,NA
2020-04-25,VD,5213,370,35,NA,NA
2020-04-25,VS,1836,129,14,NA,9
2020-04-25,ZG,181,8,3,133,NA
2020-04-25,ZH,3388,115,NA,NA,38
2020-04-26,AG,NA,NA,NA,NA,NA
2020-04-26,AI,NA,NA,NA,NA,NA
2020-04-26,AR,NA,NA,NA,NA,NA
2020-04-26,BE,1714,83,9,NA,9
2020-04-26,BL,816,30,0,724,0
2020-04-26,BS,940,46,NA,NA,NA
2020-04-26,FR,1033,77,5,120,NA
2020-04-26,GE,4946,247,25,610,24
2020-04-26,GL,120,7,NA,NA,NA
2020-04-26,GR,802,44,NA,NA,NA
2020-04-26,JU,196,6,4,NA,NA
2020-04-26,LU,670,16,7,NA,NA
2020-04-26,NE,667,77,3,NA,3
2020-04-26,NW,110,3,0,NA,NA
2020-04-26,OW,NA,NA,NA,NA,NA
2020-04-26,SG,761,31,4,176,NA
2020-04-26,SH,72,5,2,NA,NA
2020-04-26,SO,380,15,NA,NA,NA
2020-04-26,SZ,293,18,NA,216,NA
2020-04-26,TG,361,16,8,NA,NA
2020-04-26,TI,3161,306,37,704,26
2020-04-26,UR,80,5,NA,69,NA
2020-04-26,VD,5221,374,35,NA,NA
2020-04-26,VS,1838,131,15,NA,8
2020-04-26,ZG,181,8,3,133,NA
2020-04-26,ZH,3391,115,NA,NA,26
2020-04-27,AG,1088,33,15,830,14
2020-04-27,AI,25,0,NA,NA,NA
2020-04-27,AR,94,3,2,NA,NA
2020-04-27,BE,1722,83,10,NA,9
2020-04-27,BL,816,30,1,738,0
2020-04-27,BS,941,46,NA,NA,NA
2020-04-27,FR,1040,78,5,120,NA
2020-04-27,GE,4962,249,26,610,24
2020-04-27,GL,121,7,NA,NA,NA
2020-04-27,GR,807,45,NA,NA,NA
2020-04-27,JU,196,7,4,NA,NA
2020-04-27,LU,674,16,7,NA,NA
2020-04-27,NE,672,77,3,NA,3
2020-04-27,NW,110,3,0,NA,NA
2020-04-27,OW,75,0,NA,NA,NA
2020-04-27,SG,767,31,2,176,NA
2020-04-27,SH,73,5,3,NA,NA
2020-04-27,SO,382,15,NA,NA,NA
2020-04-27,SZ,293,18,NA,216,NA
2020-04-27,TG,361,17,8,NA,NA
2020-04-27,TI,3169,311,34,709,25
2020-04-27,UR,83,5,NA,69,NA
2020-04-27,VD,5239,378,32,NA,NA
2020-04-27,VS,1853,132,14,NA,9
2020-04-27,ZG,185,8,3,134,NA
2020-04-27,ZH,3409,119,NA,NA,24
2020-04-28,AG,1093,33,12,840,11
2020-04-28,AI,25,0,NA,NA,NA
2020-04-28,AR,94,3,2,NA,NA
2020-04-28,BE,1733,83,7,NA,7
2020-04-28,BL,818,30,1,747,0
2020-04-28,BS,943,49,7,NA,NA
2020-04-28,FR,1044,78,5,121,NA
2020-04-28,GE,4981,250,23,617,21
2020-04-28,GL,121,8,NA,NA,NA
2020-04-28,GR,809,45,NA,NA,NA
2020-04-28,JU,197,7,5,NA,NA
2020-04-28,LU,677,17,7,NA,NA
2020-04-28,NE,676,78,3,NA,3
2020-04-28,NW,111,3,0,NA,NA
2020-04-28,OW,78,0,NA,NA,NA
2020-04-28,SG,775,33,3,176,NA
2020-04-28,SH,74,6,2,NA,NA
2020-04-28,SO,383,15,NA,NA,NA
2020-04-28,SZ,295,20,NA,223,NA
2020-04-28,TG,362,17,8,NA,NA
2020-04-28,TI,3176,316,30,712,22
2020-04-28,UR,85,5,NA,71,NA
2020-04-28,VD,5261,384,31,NA,NA
2020-04-28,VS,1864,135,13,NA,8
2020-04-28,ZG,185,8,3,134,NA
2020-04-28,ZH,3424,119,NA,NA,19
2020-04-29,AG,1099,33,10,850,9
2020-04-29,AI,25,0,NA,NA,NA
2020-04-29,AR,94,3,2,NA,NA
2020-04-29,BE,1741,83,10,NA,10
2020-04-29,BL,822,30,1,752,1
2020-04-29,BS,946,49,7,810,NA
2020-04-29,FR,1057,78,7,123,NA
2020-04-29,GE,4998,251,21,634,19
2020-04-29,GL,122,9,NA,NA,NA
2020-04-29,GR,811,45,NA,NA,NA
2020-04-29,JU,197,7,5,NA,NA
2020-04-29,LU,687,17,8,NA,NA
2020-04-29,NE,680,78,4,NA,4
2020-04-29,NW,111,3,0,NA,NA
2020-04-29,OW,78,0,NA,NA,NA
2020-04-29,SG,776,33,10,176,NA
2020-04-29,SH,74,6,2,NA,NA
2020-04-29,SO,384,15,NA,NA,NA
2020-04-29,SZ,295,20,NA,224,NA
2020-04-29,TG,363,17,7,NA,NA
2020-04-29,TI,3191,318,29,728,21
2020-04-29,UR,85,5,NA,71,NA
2020-04-29,VD,5275,385,30,NA,NA
2020-04-29,VS,1876,136,11,NA,8
2020-04-29,ZG,185,8,3,135,NA
2020-04-29,ZH,3453,121,NA,NA,19
2020-04-30,AG,1108,33,9,870,8
2020-04-30,AI,25,0,NA,NA,NA
2020-04-30,AR,95,3,2,NA,NA
2020-04-30,BE,1757,85,9,NA,9
2020-04-30,BL,824,30,1,756,1
2020-04-30,BS,951,50,8,828,NA
2020-04-30,FR,1070,78,6,123,NA
2020-04-30,GE,5008,254,19,640,18
2020-04-30,GL,122,10,NA,NA,NA
2020-04-30,GR,813,45,NA,NA,NA
2020-04-30,JU,198,7,5,NA,NA
2020-04-30,LU,694,17,8,NA,NA
2020-04-30,NE,685,80,5,NA,4
2020-04-30,NW,113,3,0,NA,NA
2020-04-30,OW,78,0,NA,NA,NA
2020-04-30,SG,780,33,3,184,NA
2020-04-30,SH,75,6,2,NA,NA
2020-04-30,SO,388,15,NA,NA,NA
2020-04-30,SZ,302,20,NA,239,NA
2020-04-30,TG,365,17,6,NA,NA
2020-04-30,TI,3210,321,30,739,23
2020-04-30,UR,86,5,NA,71,NA
2020-04-30,VD,5287,387,26,NA,NA
2020-04-30,VS,1883,138,10,NA,8
2020-04-30,ZG,189,8,3,135,NA
2020-04-30,ZH,3464,123,NA,NA,15
2020-05-01,AG,1112,34,11,890,8
2020-05-01,AI,25,0,NA,NA,NA
2020-05-01,AR,96,3,2,NA,NA
2020-05-01,BE,1767,86,9,NA,7
2020-05-01,BL,825,32,1,758,1
2020-05-01,BS,952,50,NA,833,NA
2020-05-01,FR,1078,78,5,123,NA
2020-05-01,GE,5026,257,18,658,17
2020-05-01,GL,122,11,NA,NA,NA
2020-05-01,GR,814,45,NA,NA,NA
2020-05-01,JU,198,7,5,NA,NA
2020-05-01,LU,703,17,8,NA,NA
2020-05-01,NE,688,80,2,NA,2
2020-05-01,NW,113,3,0,NA,NA
2020-05-01,OW,78,0,NA,NA,NA
2020-05-01,SG,788,33,3,187,NA
2020-05-01,SH,75,6,2,NA,NA
2020-05-01,SO,390,15,NA,NA,NA
2020-05-01,SZ,303,21,NA,242,NA
2020-05-01,TG,367,17,6,NA,NA
2020-05-01,TI,3218,322,25,764,20
2020-05-01,UR,87,6,NA,72,NA
2020-05-01,VD,5301,392,25,NA,NA
2020-05-01,VS,1888,138,10,NA,8
2020-05-01,ZG,189,8,1,136,NA
2020-05-01,ZH,3477,123,NA,NA,14
2020-05-02,AG,1124,NA,NA,NA,NA
2020-05-02,AI,NA,NA,NA,NA,NA
2020-05-02,AR,96,3,2,NA,NA
2020-05-02,BE,1779,90,9,NA,6
2020-05-02,BL,828,32,2,762,2
2020-05-02,BS,955,50,NA,835,NA
2020-05-02,FR,1092,79,4,129,NA
2020-05-02,GE,5031,260,17,660,17
2020-05-02,GL,122,11,NA,NA,NA
2020-05-02,GR,816,45,NA,NA,NA
2020-05-02,JU,198,7,5,NA,NA
2020-05-02,LU,704,17,8,NA,NA
2020-05-02,NE,688,80,2,NA,2
2020-05-02,NW,113,3,0,NA,NA
2020-05-02,OW,NA,NA,NA,NA,NA
2020-05-02,SG,NA,NA,NA,NA,NA
2020-05-02,SH,75,6,2,NA,NA
2020-05-02,SO,392,15,NA,NA,NA
2020-05-02,SZ,304,21,NA,246,NA
2020-05-02,TG,368,17,5,NA,NA
2020-05-02,TI,3225,323,23,774,16
2020-05-02,UR,89,6,NA,72,NA
2020-05-02,VD,5310,396,24,NA,NA
2020-05-02,VS,1891,140,10,NA,8
2020-05-02,ZG,189,8,1,136,NA
2020-05-02,ZH,3480,123,NA,NA,13
2020-05-03,AG,1129,NA,NA,NA,NA
2020-05-03,AI,NA,NA,NA,NA,NA
2020-05-03,AR,97,3,2,NA,NA
2020-05-03,BE,1791,90,10,NA,7
2020-05-03,BL,828,32,1,767,1
2020-05-03,BS,956,50,NA,839,NA
2020-05-03,FR,1097,79,4,130,NA
2020-05-03,GE,5037,261,17,660,16
2020-05-03,GL,122,11,NA,NA,NA
2020-05-03,GR,816,45,NA,NA,NA
2020-05-03,JU,198,7,5,NA,NA
2020-05-03,LU,705,18,7,NA,NA
2020-05-03,NE,689,81,2,NA,2
2020-05-03,NW,113,3,0,NA,NA
2020-05-03,OW,NA,NA,NA,NA,NA
2020-05-03,SG,NA,NA,NA,NA,NA
2020-05-03,SH,75,6,2,NA,NA
2020-05-03,SO,398,15,NA,NA,NA
2020-05-03,SZ,304,21,NA,248,NA
2020-05-03,TG,368,17,5,NA,NA
2020-05-03,TI,3235,324,23,779,16
2020-05-03,UR,90,6,NA,72,NA
2020-05-03,VD,5315,398,23,NA,NA
2020-05-03,VS,1893,142,10,NA,8
2020-05-03,ZG,189,8,1,137,NA
2020-05-03,ZH,3484,123,NA,NA,12
2020-05-04,AG,1133,36,5,940,4
2020-05-04,AI,25,0,NA,NA,NA
2020-05-04,AR,97,3,2,NA,NA
2020-05-04,BE,1796,90,8,NA,7
2020-05-04,BL,828,32,1,769,1
2020-05-04,BS,958,50,NA,840,NA
2020-05-04,FR,1102,79,4,130,NA
2020-05-04,GE,5043,263,17,661,16
2020-05-04,GL,122,12,NA,NA,NA
2020-05-04,GR,816,45,NA,NA,NA
2020-05-04,JU,198,7,5,NA,NA
2020-05-04,LU,705,18,6,NA,NA
2020-05-04,NE,691,81,3,NA,3
2020-05-04,NW,113,3,0,NA,NA
2020-05-04,OW,79,0,NA,NA,NA
2020-05-04,SG,793,33,2,189,NA
2020-05-04,SH,75,6,2,NA,NA
2020-05-04,SO,400,15,NA,NA,NA
2020-05-04,SZ,305,21,NA,248,NA
2020-05-04,TG,372,17,5,NA,NA
2020-05-04,TI,3238,326,22,782,15
2020-05-04,UR,91,6,NA,72,NA
2020-05-04,VD,5323,398,23,NA,NA
2020-05-04,VS,1901,142,10,NA,7
2020-05-04,ZG,190,8,1,138,NA
2020-05-04,ZH,3486,123,NA,NA,11
2020-05-05,AG,1135,36,5,940,4
2020-05-05,AI,25,0,NA,NA,NA
2020-05-05,AR,97,3,3,NA,NA
2020-05-05,BE,1798,90,7,NA,5
2020-05-05,BL,829,32,1,773,1
2020-05-05,BS,959,50,4,842,NA
2020-05-05,FR,1104,80,3,131,NA
2020-05-05,GE,5052,264,17,664,16
2020-05-05,GL,122,12,NA,NA,NA
2020-05-05,GR,816,45,NA,NA,NA
2020-05-05,JU,201,7,5,NA,NA
2020-05-05,LU,706,18,6,NA,NA
2020-05-05,NE,695,81,3,NA,2
2020-05-05,NW,113,3,0,NA,NA
2020-05-05,OW,79,0,NA,NA,NA
2020-05-05,SG,793,33,NA,NA,NA
